Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.02,4.89,921.6237,5.33 - 6.83,1,300.7,-,-,0,921.6224,6.62,1.02E3,-,-,0,-,-,0,-,-,0,-,-,0,921.6241,5.42,6.6E2,-,-,0,921.6245,6.30,1.03E3,0:1.00:0:0:0:0:0.65:0:1.01,1.69E2,5.63E2,1.00:3.32,6.11,,
,0.02,3.09,957.6683,12.05 - 13.98,1,275.8,-,-,0,957.6699,12.14,1.06E3,957.6663,12.30,6.27E2,-,-,0,-,-,0,-,-,0,-,-,0,957.6687,13.88,7.92E2,-,-,0,0:1.69:1.00:0:0:0:0:1.26:0,2.82E2,2.64E2,1.00:0.94,12.77,,
,0.02,8.35,1124.4924,20.95 - 21.75,1,385.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1124.4976,21.07,2.21E3,1124.4929,21.64,8.82E2,1124.4866,21.56,3.75E2,0:0:0:0:0:0:1.00:0.40:0.17,0,1.16E3,0:1.00,21.42,,
,0.02,3.24,423.8222,9.60 - 16.74,1,1E4,-,-,0,-,-,0,-,-,0,-,-,0,423.8223,10.08,2.05E4,423.8221,11.74,3.67E4,-,-,0,423.8222,10.74,3.41E4,-,-,0,0:0:0:0:1.00:1.79:0:1.66:0,9.54E3,1.14E4,1.00:1.19,10.85,,
,0.02,3.15,711.7413,10.86 - 11.49,1,115.6,-,-,0,711.7346,11.03,2.13E2,-,-,0,711.7441,10.86,4.55E2,-,-,0,-,-,0,-,-,0,711.7451,11.42,3.72E2,-,-,0,0:1.00:0:2.14:0:0:0:1.75:0,1.11E2,1.24E2,1.00:1.11,11.10,,
,0.02,8.35,990.6127,7.53 - 8.46,1,202.3,-,-,0,990.6133,7.64,7.61E2,-,-,0,-,-,0,990.6099,8.40,7.29E2,990.6149,7.59,3.3E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.96:0.43:0:0:0,3.03E2,0,1.00:0,7.88,,
,0.02,4.72,1056.5085,20.60 - 21.62,1,226.6,-,-,0,-,-,0,-,-,0,1056.5051,21.49,1.27E3,-,-,0,1056.5125,20.65,4.82E2,1056.5078,20.98,2.88E2,-,-,0,-,-,0,0:0:0:1.00:0:0.38:0.23:0:0,2.92E2,9.61E1,1.00:0.33,21.04,,
,0.02,8.35,812.6641,8.49 - 10.20,1,107.2,-,-,0,812.6660,9.48,3E2,-,-,0,-,-,0,812.6635,8.50,2.86E2,812.6629,10.14,3.78E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.95:1.26:0:0:0,1.61E2,0,1.00:0,9.37,,
,0.02,4.38,912.6650,5.51 - 7.17,1,181.3,-,-,0,-,-,0,912.6622,5.54,5.33E2,-,-,0,-,-,0,912.6671,6.80,8.26E2,912.6656,5.77,2.72E2,-,-,0,-,-,0,0:0:1.00:0:0:1.55:0.51:0:0,2.27E2,9.08E1,1.00:0.40,6.04,,
,0.02,4.02,650.7668,3.57 - 9.29,1,1.2E4,-,-,0,-,-,0,650.7671,3.78,2.69E3,-,-,0,650.7673,3.68,5.25E4,-,-,0,650.7673,4.21,3.42E3,650.7655,4.29,5.18E4,-,-,0,0:0:1.00:0:19.49:0:1.27:19.25:0,9.2E3,1.84E4,1.00:2.00,3.99,,
,0.02,8.35,1380.6995,20.15 - 20.21,1,139.7,-,-,0,-,-,0,-,-,0,-,-,0,1380.6995,20.19,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.1E2,0,1.00:0,20.19,,
,0.02,8.35,1243.7362,20.14 - 20.22,1,217.3,1243.7297,20.16,9.24E2,-,-,0,-,-,0,1243.7427,20.18,1.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.12:0:0:0:0:0,3.26E2,0,1.00:0,20.17,,
,0.02,8.31,456.0143,0.25 - 0.61,1,2.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,456.0143,0.29,1.86E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.1E3,0,1.00:0,0.29,,
,0.02,8.31,354.0772,0.29 - 0.57,1,792.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,354.0772,0.38,7.14E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.38E3,0:1.00,0.38,,
,0.02,3.87,734.7365,12.83 - 14.50,1,368.5,-,-,0,734.7320,14.18,4.81E2,734.7383,13.61,2.12E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,734.7391,14.39,7.12E2,0:0.23:1.00:0:0:0:0:0:0.33,4.34E2,2.37E2,1.00:0.55,14.06,,
,0.02,3.51,867.6845,8.71 - 11.31,1,530.2,-,-,0,867.6830,9.37,2.83E3,867.6892,8.73,7.14E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,867.6813,10.10,1.23E3,0:3.96:1.00:0:0:0:0:0:1.72,5.91E2,4.09E2,1.00:0.69,9.40,,
,0.02,7.56,680.7959,10.30 - 12.25,2,246.6,680.7943,10.36,3.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,680.7951,10.77,1.07E3,-,-,0,680.7982,12.09,8.28E2,1.00:0:0:0:0:0:3.34:0:2.58,5.35E1,6.33E2,1.00:11.83,11.07,,
,0.02,3.53,549.7435,0.36 - 0.60,3,275.1,-,-,0,-,-,0,-,-,0,-,-,0,549.7430,0.54,1.84E3,-,-,0,-,-,0,549.7440,0.48,6.31E2,-,-,0,0:0:0:0:1.00:0:0:0.34:0,3.07E2,2.1E2,1.00:0.68,0.51,,
,0.02,3.36,298.7818,21.87 - 22.00,1,40.7,-,-,0,-,-,0,-,-,0,298.7820,21.93,2.22E2,-,-,0,-,-,0,298.7815,21.94,1.44E2,-,-,0,-,-,0,0:0:0:1.00:0:0:0.65:0:0,3.7E1,4.81E1,1.00:1.30,21.93,,
,0.02,8.31,842.6794,4.66 - 10.57,1,4.3E3,842.6768,5.43,1.49E4,842.6777,5.03,-,-,-,0,-,-,0,842.6827,5.57,1.23E4,842.6804,4.77,7.4E3,-,-,0,-,-,0,-,-,0,1.00:-:0:0:0.83:0.50:0:0:0,6.91E3,0,1.00:0,5.20,,
,0.02,4.71,844.6077,0.85 - 2.47,1,165.8,-,-,0,844.6083,0.89,3.95E2,-,-,0,844.6060,1.69,8.85E2,-,-,0,-,-,0,-,-,0,-,-,0,844.6090,2.43,2.11E2,0:1.00:0:2.24:0:0:0:0:0.53,2.13E2,7.04E1,1.00:0.33,1.67,,
,0.02,4.00,820.6929,8.66 - 9.86,1,308.1,-,-,0,820.6891,8.80,1.51E3,-,-,0,820.6940,9.10,7.03E2,-,-,0,-,-,0,-,-,0,-,-,0,820.6957,9.76,5.58E2,0:1.00:0:0.47:0:0:0:0:0.37,3.69E2,1.86E2,1.00:0.50,9.22,,
,0.02,7.15,755.6336,5.54 - 6.83,1,475.5,-,-,0,-,-,0,-,-,0,755.6317,6.81,7.14E2,-,-,0,-,-,0,755.6365,5.90,2.62E3,755.6327,6.28,9.45E2,-,-,0,0:0:0:1.00:0:0:3.67:1.32:0,1.19E2,1.19E3,1.00:9.99,6.33,,
,0.02,4.70,636.8162,11.99 - 14.08,1,463.8,636.8165,14.03,2.62E3,-,-,0,-,-,0,-,-,0,636.8165,13.43,9.55E2,-,-,0,-,-,0,636.8156,12.09,5.96E2,-,-,0,1.00:0:0:0:0.36:0:0:0.23:0,5.96E2,1.99E2,1.00:0.33,13.19,,
,0.02,3.09,479.7592,6.26 - 13.21,1,3E4,479.7593,11.33,9.85E4,-,-,0,479.7590,11.26,8.34E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,479.7592,12.08,8.56E4,1.18:0:1.00:0:0:0:0:0:1.03,3.03E4,2.85E4,1.00:0.94,11.56,,
,0.02,8.35,815.6805,12.06 - 13.61,1,594.8,-,-,0,815.6738,12.54,3.7E3,-,-,0,-,-,0,815.6848,12.80,5.58E2,815.6830,13.38,1.1E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.15:0.30:0:0:0,8.92E2,0,1.00:0,12.90,,
,0.02,8.35,1082.7948,20.15 - 20.21,1,95.4,1082.7948,20.18,8.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.43E2,0,1.00:0,20.18,,
,0.02,3.49,947.6307,8.65 - 10.08,1,258.6,-,-,0,-,-,0,-,-,0,947.6351,9.89,5.63E2,-,-,0,947.6251,9.09,1.16E3,-,-,0,947.6320,8.72,6.07E2,-,-,0,0:0:0:1.00:0:2.05:0:1.08:0,2.87E2,2.02E2,1.00:0.71,9.23,,
,0.02,8.35,730.8182,17.11 - 18.35,1,496.3,730.8142,17.14,1.35E3,730.8199,17.49,3.69E2,-,-,0,730.8206,18.12,2.74E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.27:0:2.03:0:0:0:0:0,7.44E2,0,1.00:0,17.58,,
,0.02,5.80,962.6023,9.50 - 11.26,1,181.6,-,-,0,-,-,0,962.5973,9.56,4.5E2,-,-,0,-,-,0,-,-,0,962.6047,11.23,6.34E2,962.6047,10.72,5.51E2,-,-,0,0:0:1.00:0:0:0:1.41:1.22:0,7.5E1,3.95E2,1.00:5.27,10.50,,
,0.02,4.57,743.6784,9.94 - 11.22,1,249.9,-,-,0,-,-,0,-,-,0,743.6810,9.98,7.9E2,743.6774,10.28,1.11E3,-,-,0,743.6768,11.15,3.45E2,-,-,0,-,-,0,0:0:0:1.00:1.41:0:0.44:0:0,3.17E2,1.15E2,1.00:0.36,10.47,,
,0.02,5.25,786.7419,11.94 - 15.81,1,701.1,786.7424,12.04,6.43E2,-,-,0,-,-,0,-,-,0,786.7390,13.51,4.97E3,-,-,0,-,-,0,786.7444,12.44,7.02E2,-,-,0,1.00:0:0:0:7.72:0:0:1.09:0,9.35E2,2.34E2,1.00:0.25,12.66,,
,0.02,4.51,376.9028,0.11 - 0.21,1,4.7E4,-,-,0,-,-,0,-,-,0,-,-,0,376.9025,0.19,1.8E5,-,-,0,-,-,0,-,-,0,376.9030,0.17,2.4E5,0:0:0:0:1.00:0:0:0:1.34,2.99E4,8.01E4,1.00:2.67,0.18,,
,0.02,8.39,801.7837,20.04 - 20.13,1,53.4,-,-,0,-,-,0,801.7837,20.08,4.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8E1,0,1.00:0,20.08,,
,0.02,8.39,1449.6836,20.17 - 20.22,1,103.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1449.6836,20.19,9.35E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.12E2,0:1.00,20.19,,
,0.02,4.72,676.6929,2.75 - 3.97,1,266.5,676.6942,3.43,5.96E2,676.6904,2.80,3.63E2,-,-,0,-,-,0,-,-,0,-,-,0,676.6941,3.77,1.44E3,-,-,0,-,-,0,1.00:0.61:0:0:0:0:2.42:0:0,1.6E2,4.8E2,1.00:3.00,3.33,,
,0.02,3.32,747.6830,6.62 - 7.17,1,231.1,-,-,0,747.6852,6.69,6.73E2,747.6835,6.75,8.16E2,-,-,0,-,-,0,-,-,0,747.6804,7.11,5.91E2,-,-,0,-,-,0,0:0.82:1.00:0:0:0:0.72:0:0,2.48E2,1.97E2,1.00:0.79,6.85,,
,0.02,3.63,814.6827,9.04 - 9.79,1,114.9,-,-,0,-,-,0,814.6804,9.24,4.83E2,-,-,0,814.6889,9.51,2.99E2,-,-,0,-,-,0,814.6790,9.08,2.52E2,-,-,0,0:0:1.00:0:0.62:0:0:0.52:0,1.3E2,8.41E1,1.00:0.64,9.28,,
,0.02,5.18,844.7094,15.26 - 16.10,1,178.9,844.7100,15.27,5.49E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,844.7137,15.79,5.53E2,-,-,0,844.7044,16.07,5.08E2,1.00:0:0:0:0:0:1.01:0:0.92,9.16E1,3.54E2,1.00:3.86,15.71,,
,0.02,5.66,816.6820,10.99 - 12.12,1,170.2,816.6870,11.08,9.67E2,-,-,0,816.6816,11.67,4.24E2,-,-,0,-,-,0,-,-,0,816.6776,11.77,1.41E2,-,-,0,-,-,0,2.28:0:1.00:0:0:0:0.33:0:0,2.32E2,4.71E1,1.00:0.20,11.51,,
,0.02,4.10,746.6891,5.21 - 6.82,1,774.9,746.6862,5.81,1.51E3,-,-,0,746.6932,5.28,1.89E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,746.6880,5.44,3.57E3,0.80:0:1.00:0:0:0:0:0:1.89,5.67E2,1.19E3,1.00:2.10,5.51,,
,0.02,8.39,1443.6924,20.15 - 20.21,1,118.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1443.6924,20.18,1.06E3,0:0:0:0:0:0:0:0:1.00,0,3.55E2,0:1.00,20.18,,
,0.02,3.53,546.7465,1.66 - 2.53,1,69.8,546.7446,1.68,2.78E2,-,-,0,-,-,0,-,-,0,546.7482,2.47,1.9E2,-,-,0,546.7468,2.12,1.61E2,-,-,0,-,-,0,1.00:0:0:0:0.68:0:0.58:0:0,7.8E1,5.35E1,1.00:0.69,2.09,,
,0.02,3.69,827.6372,5.92 - 7.09,1,182.4,-,-,0,827.6407,6.80,1.02E3,827.6359,7.06,2.34E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,827.6352,6.00,3.87E2,0:4.36:1.00:0:0:0:0:0:1.65,2.09E2,1.29E2,1.00:0.62,6.62,,
,0.02,8.39,413.0695,0.12 - 0.18,9,791.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,413.0695,0.16,7.12E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.37E3,0:1.00,0.16,,
,0.02,7.34,356.8317,4.80 - 10.18,1,3.8E3,-,-,0,356.8312,5.18,2.9E4,-,-,0,-,-,0,-,-,0,356.8317,5.41,3.67E3,-,-,0,356.8322,5.02,1.55E3,-,-,0,0:1.00:0:0:0:0.13:0:0.05:0,5.44E3,5.16E2,1.00:0.09,5.20,,
,0.02,8.39,447.1877,2.77 - 3.08,1,60.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,447.1877,2.88,5.43E2,0:0:0:0:0:0:0:0:1.00,0,1.81E2,0:1.00,2.88,,
,0.02,8.39,680.0357,3.68 - 3.75,1,61,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,680.0355,3.71,2.91E2,680.0360,3.71,2.58E2,-,-,0,0:0:0:0:0:0:1.00:0.89:0,0,1.83E2,0:1.00,3.71,,
,0.02,3.85,497.8198,4.30 - 4.99,3,159.4,-,-,0,-,-,0,497.8206,4.40,6.2E2,-,-,0,497.8228,4.95,1.36E2,-,-,0,-,-,0,-,-,0,497.8159,4.46,6.79E2,0:0:1.00:0:0.22:0:0:0:1.10,1.26E2,2.26E2,1.00:1.80,4.60,,
,0.02,4.10,577.7671,21.79 - 22.00,1,86.5,-,-,0,-,-,0,-,-,0,-,-,0,577.7675,21.83,3.8E2,-,-,0,-,-,0,577.7667,21.91,3.99E2,-,-,0,0:0:0:0:1.00:0:0:1.05:0,6.33E1,1.33E2,1.00:2.10,21.87,,
,0.02,8.39,637.7185,0.10 - 0.88,1,1.2E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,637.7185,0.17,1.1E5,0:0:0:0:0:0:0:0:1.00,0,3.68E4,0:1.00,0.17,,
,0.02,4.34,614.0586,3.65 - 3.80,3,69.6,614.0591,3.73,2.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,614.0581,3.71,3.44E2,-,-,0,1.00:0:0:0:0:0:0:1.21:0,4.72E1,1.15E2,1.00:2.43,3.72,,
,0.02,8.35,447.8031,0.29 - 4.61,1,2.8E4,-,-,0,447.8030,2.82,1.22E5,-,-,0,-,-,0,-,-,0,447.8032,2.91,1.26E5,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.03:0:0:0,4.13E4,0,1.00:0,2.86,,
,0.02,8.35,678.7113,7.65 - 9.82,1,341.7,-,-,0,-,-,0,678.7133,8.57,2.9E2,-,-,0,678.7098,9.39,2.13E3,678.7107,7.80,6.53E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:7.36:2.26:0:0:0,5.13E2,0,1.00:0,8.58,,
,0.02,8.35,399.2861,0.23 - 0.40,1,841,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,399.2861,0.27,7.57E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.52E3,0:1.00,0.27,,
,0.02,8.35,776.6875,3.76 - 10.27,1,9.9E3,-,-,0,-,-,0,776.6876,4.93,4.25E4,776.6875,5.27,1.83E4,-,-,0,776.6874,5.15,2.82E4,-,-,0,-,-,0,-,-,0,0:0:1.00:0.43:0:0.66:0:0:0,1.48E4,0,1.00:0,5.12,,
,0.02,8.35,594.7505,10.36 - 12.19,1,346.2,594.7515,11.56,1.03E3,-,-,0,594.7487,10.44,7.38E2,-,-,0,-,-,0,594.7515,11.51,1.35E3,-,-,0,-,-,0,-,-,0,1.39:0:1.00:0:0:1.83:0:0:0,5.19E2,0,1.00:0,11.17,,
,0.02,8.35,469.7808,2.45 - 3.46,3,307,-,-,0,-,-,0,469.7808,2.88,2.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.6E2,0,1.00:0,2.88,,
,0.02,5.34,296.1476,0.11 - 0.29,1,3.2E4,-,-,0,-,-,0,-,-,0,296.1476,0.17,9.31E4,-,-,0,-,-,0,296.1477,0.16,1.96E5,-,-,0,-,-,0,0:0:0:1.00:0:0:2.10:0:0,1.55E4,6.53E4,1.00:4.21,0.17,,
,0.02,8.35,869.6123,1.77 - 1.89,1,37,-,-,0,-,-,0,869.6123,1.83,3.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,5.55E1,0,1.00:0,1.83,,
,0.02,4.84,439.7718,1.41 - 7.58,1,2.4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,439.7715,2.58,8.16E4,-,-,0,439.7726,2.50,4.36E4,439.7715,2.30,8.84E4,0:0:0:0:0:1.00:0:0.53:1.08,1.36E4,4.4E4,1.00:3.23,2.46,,
,0.02,8.35,1471.6829,20.14 - 20.19,1,94.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1471.6829,20.17,8.53E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.42E2,0,1.00:0,20.17,,
,0.02,3.23,1124.4895,0.00 - 0.82,1,138.2,-,-,0,-,-,0,-,-,0,1124.4844,0.04,5.89E2,-,-,0,1124.4878,0.03,2.86E2,1124.4965,0.78,3.69E2,-,-,0,-,-,0,0:0:0:1.00:0:0.49:0.63:0:0,1.46E2,1.23E2,1.00:0.84,0.29,,
,0.02,8.33,315.1810,0.12 - 0.56,1,1.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,315.1810,0.38,1.07E4,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.56E3,0:1.00,0.38,,
,0.02,3.07,568.8391,0.11 - 0.27,1,7.4E4,-,-,0,-,-,0,568.8390,0.19,4.38E5,-,-,0,-,-,0,-,-,0,-,-,0,568.8391,0.18,2.31E5,-,-,0,0:0:1.00:0:0:0:0:0.53:0,7.3E4,7.68E4,1.00:1.05,0.18,,
,0.02,4.50,896.6270,9.86 - 11.38,1,228,-,-,0,-,-,0,-,-,0,896.6252,11.36,5.96E2,896.6282,9.94,2.82E2,-,-,0,896.6276,10.94,1.17E3,-,-,0,-,-,0,0:0:0:1.00:0.47:0:1.97:0:0,1.46E2,3.91E2,1.00:2.67,10.75,,
,0.02,3.73,765.7606,16.75 - 17.58,1,203.3,-,-,0,-,-,0,-,-,0,765.7679,17.55,3.33E2,765.7542,16.81,6.66E2,-,-,0,765.7598,16.90,8.31E2,-,-,0,-,-,0,0:0:0:1.00:2.00:0:2.50:0:0,1.66E2,2.77E2,1.00:1.66,17.09,,
,0.02,8.33,742.6803,7.73 - 8.28,1,112.2,-,-,0,-,-,0,742.6821,8.22,3.51E2,742.6812,7.96,3.9E2,-,-,0,742.6775,7.74,2.69E2,-,-,0,-,-,0,-,-,0,0:0:1.00:1.11:0:0.77:0:0:0,1.68E2,0,1.00:0,7.97,,
,0.02,3.18,901.6384,11.07 - 11.70,1,340.3,-,-,0,901.6347,11.58,1.59E3,-,-,0,-,-,0,-,-,0,901.6411,11.12,5.41E2,901.6395,11.53,9.33E2,-,-,0,-,-,0,0:1.00:0:0:0:0.34:0.59:0:0,3.55E2,3.11E2,1.00:0.88,11.41,,
,0.02,4.66,833.7571,16.16 - 17.22,1,262.7,-,-,0,-,-,0,-,-,0,-,-,0,833.7488,16.27,5.47E2,833.7623,17.14,1.47E3,833.7601,16.75,3.45E2,-,-,0,-,-,0,0:0:0:0:1.00:2.69:0.63:0:0,3.37E2,1.15E2,1.00:0.34,16.72,,
,0.02,4.97,775.6892,0.41 - 9.58,1,3.5E4,-,-,0,-,-,0,775.6899,4.58,8.11E4,775.6893,4.22,2.2E4,-,-,0,775.6889,4.28,1.29E4,-,-,0,-,-,0,775.6888,3.56,2.02E5,0:0:1.00:0.27:0:0.16:0:0:2.49,1.93E4,6.73E4,1.00:3.48,4.16,,
,0.02,5.64,571.7482,8.27 - 9.01,1,327,571.7449,8.59,8.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,571.7488,8.91,1.15E3,-,-,0,571.7509,8.47,9.34E2,1.00:0:0:0:0:0:1.35:0:1.09,1.42E2,6.96E2,1.00:4.89,8.66,,
,0.02,8.36,1189.7275,20.08 - 20.22,1,349.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1189.7275,20.17,3.15E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.05E3,0:1.00,20.17,,
,0.02,3.12,784.7578,15.50 - 17.39,1,239.1,-,-,0,-,-,0,784.7617,16.80,1.17E3,784.7589,16.14,3.08E2,-,-,0,-,-,0,784.7527,15.58,6.75E2,-,-,0,-,-,0,0:0:1.00:0.26:0:0:0.58:0:0,2.46E2,2.25E2,1.00:0.91,16.17,,
,0.02,3.10,421.8819,6.88 - 13.58,1,1.6E4,-,-,0,421.8817,7.93,5.61E4,421.8815,8.58,4.21E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,421.8823,8.12,4.57E4,0:1.33:1.00:0:0:0:0:0:1.09,1.64E4,1.52E4,1.00:0.93,8.21,,
,0.02,3.01,910.6710,11.71 - 13.14,1,167.3,910.6730,11.76,7.16E2,-,-,0,-,-,0,-,-,0,-,-,0,910.6698,12.38,2.89E2,-,-,0,-,-,0,910.6703,13.06,5.02E2,1.00:0:0:0:0:0.40:0:0:0.70,1.67E2,1.67E2,1.00:1.00,12.40,,
,0.02,3.38,966.5370,1.45 - 2.88,1,228.1,966.5395,2.75,8.61E2,-,-,0,-,-,0,966.5393,2.27,6.27E2,-,-,0,-,-,0,966.5323,1.53,5.65E2,-,-,0,-,-,0,1.00:0:0:0.73:0:0:0.66:0:0,2.48E2,1.88E2,1.00:0.76,2.18,,
,0.02,8.36,484.1379,3.69 - 3.74,2,25.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,484.1379,3.70,2.33E2,0:0:0:0:0:0:0:0:1.00,0,7.77E1,0:1.00,3.70,,
,0.02,4.65,724.0312,3.69 - 4.67,1,232.1,-,-,0,-,-,0,-,-,0,724.0380,4.58,1.5E3,724.0294,3.74,2.8E2,-,-,0,-,-,0,724.0264,3.73,3.06E2,-,-,0,0:0:0:1.00:0.19:0:0:0.20:0,2.97E2,1.02E2,1.00:0.34,4.02,,
,0.02,4.48,603.7751,6.90 - 7.62,1,353.1,-,-,0,-,-,0,-,-,0,603.7674,7.01,7.17E2,-,-,0,603.7791,7.59,6.49E2,-,-,0,-,-,0,603.7789,7.25,1.81E3,0:0:0:1.00:0:0.90:0:0:2.53,2.28E2,6.04E2,1.00:2.65,7.28,,
,0.02,4.55,834.5781,0.68 - 1.55,1,143.4,834.5809,1.08,4.05E2,-,-,0,-,-,0,834.5792,1.53,1.38E2,-,-,0,-,-,0,834.5743,0.75,7.49E2,-,-,0,-,-,0,1.00:0:0:0.34:0:0:1.85:0:0,9.04E1,2.5E2,1.00:2.76,1.12,,
,0.02,8.32,443.2802,4.55 - 4.64,1,24.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,443.2802,4.56,2.24E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,7.46E1,0:1.00,4.56,,
,0.02,4.03,897.7141,11.33 - 12.40,1,214.1,-,-,0,897.7128,11.54,1.3E3,-,-,0,-,-,0,897.7109,12.40,2.48E2,-,-,0,-,-,0,897.7185,11.57,3.82E2,-,-,0,0:1.00:0:0:0.19:0:0:0.29:0,2.58E2,1.27E2,1.00:0.49,11.83,,
,0.02,7.43,790.6392,0.82 - 3.05,1,922.8,-,-,0,790.6411,2.00,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,790.6391,1.14,5.62E3,-,-,0,790.6375,2.77,1.43E3,0:1.00:0:0:0:0:4.46:0:1.13,2.1E2,2.35E3,1.00:11.19,1.97,,
,0.02,8.32,842.6805,12.32 - 14.17,1,187.3,842.6809,12.51,8.48E2,-,-,0,842.6782,14.05,6.17E2,-,-,0,842.6824,13.47,2.2E2,-,-,0,-,-,0,-,-,0,-,-,0,1.37:0:1.00:0:0.36:0:0:0:0,2.81E2,0,1.00:0,13.34,,
,0.02,8.32,593.7508,8.91 - 9.45,1,55.3,-,-,0,-,-,0,593.7515,8.94,2.43E2,-,-,0,593.7502,9.41,2.55E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.05:0:0:0:0,8.3E1,0,1.00:0,9.18,,
,0.02,3.87,671.7668,7.36 - 8.52,1,495.1,671.7680,8.25,1.96E3,671.7664,7.47,1.54E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,671.7660,7.89,9.57E2,-,-,0,1.00:0.79:0:0:0:0:0:0.49:0,5.83E2,3.19E2,1.00:0.55,7.87,,
