Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.09,3.34,326.8885,18.70 - 21.99,3,2.2E3,326.8885,18.78,9.23E3,-,-,0,326.8882,19.34,4.8E2,326.8891,19.23,2.68E3,-,-,0,-,-,0,326.8884,18.92,6.63E3,-,-,0,326.8883,19.57,1.1E3,19.23:0:1.00:5.58:0:0:13.81:0:2.29,2.07E3,2.58E3,1.00:1.25,19.17,,
,0.09,4.58,876.7182,11.95 - 16.12,1,598.5,876.7181,12.26,3.57E2,-,-,0,876.7191,12.17,7.98E2,876.7158,12.30,7.6E2,876.7200,12.86,4.49E2,-,-,0,876.7178,12.23,3.02E3,-,-,0,-,-,0,0.45:0:1.00:0.95:0.56:0:3.79:0:0,3.94E2,1.01E3,1.00:2.56,12.36,,
,0.09,9.07,810.5936,12.07 - 12.42,1,560.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,810.5936,12.22,5.04E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.4E2,0,1.00:0,12.22,,
,0.09,9.07,985.9272,3.58 - 3.84,1,318.2,985.9263,3.72,7.27E2,985.9263,3.73,4.43E2,-,-,0,-,-,0,985.9286,3.72,6.96E2,985.9276,3.74,9.97E2,-,-,0,-,-,0,-,-,0,1.00:0.61:0:0:0.96:1.37:0:0:0,4.77E2,0,1.00:0,3.73,,
,0.09,9.07,1104.9226,17.76 - 17.92,1,437.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1104.9226,17.83,3.94E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.56E2,0,1.00:0,17.83,,
,0.09,9.07,473.0573,0.32 - 0.47,1,336.9,473.0565,0.40,2.16E3,-,-,0,-,-,0,-,-,0,473.0581,0.40,8.76E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.41:0:0:0:0,5.05E2,0,1.00:0,0.40,,
,0.09,9.07,381.3743,9.17 - 9.91,1,672.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,381.3743,9.49,6.05E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.01E3,0,1.00:0,9.49,,
,0.09,4.16,517.7088,1.52 - 3.52,1,2.2E3,517.7084,1.81,7.32E3,-,-,0,-,-,0,-,-,0,-,-,0,517.7090,2.06,2.34E3,517.7097,1.94,5.79E3,517.7083,1.94,4.07E3,-,-,0,1.00:0:0:0:0:0.32:0.79:0.56:0,1.61E3,3.29E3,1.00:2.04,1.94,,
,0.09,9.02,396.2507,2.11 - 2.57,1,1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,396.2507,2.50,9.43E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.57E3,0,1.00:0,2.50,,
,0.09,9.02,780.5912,8.26 - 8.61,1,593.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,780.5912,8.45,5.34E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.91E2,0,1.00:0,8.45,,
,0.09,9.02,994.7808,20.12 - 20.25,2,761.5,994.7827,20.16,2.04E3,994.7806,20.16,1.43E3,-,-,0,994.7795,20.17,1.33E3,994.7804,20.17,2.05E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.70:0:0.65:1.00:0:0:0:0,1.14E3,0,1.00:0,20.17,,
,0.09,9.02,473.6530,0.12 - 0.20,1,2.7E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,473.6530,0.17,2.39E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.96E4,0:1.00,0.17,,
,0.09,9.02,371.2072,1.00 - 1.44,1,375.7,371.2072,1.31,3.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.63E2,0,1.00:0,1.31,,
,0.09,3.77,731.0495,4.37 - 4.69,1,613.7,-,-,0,-,-,0,-,-,0,731.0491,4.61,1.7E3,-,-,0,731.0504,4.62,1.34E3,-,-,0,731.0496,4.61,1.15E3,731.0487,4.61,1.33E3,0:0:0:1.00:0:0.79:0:0.68:0.79,5.07E2,8.27E2,1.00:1.63,4.61,,
,0.09,8.97,1048.9514,17.39 - 17.53,1,430.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1048.9514,17.45,3.87E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.45E2,0,1.00:0,17.45,,
,0.09,8.97,607.9970,0.29 - 0.42,1,371.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,607.9970,0.29,3.34E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.11E3,0:1.00,0.29,,
,0.09,8.97,890.6747,15.85 - 16.04,1,361.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,890.6747,15.91,3.25E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.42E2,0,1.00:0,15.91,,
,0.09,8.97,714.6550,15.51 - 15.69,1,396.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,714.6550,15.59,3.57E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.95E2,0,1.00:0,15.59,,
,0.09,3.67,1077.7704,20.14 - 20.25,1,866.7,1077.7693,20.20,2.7E3,-,-,0,1077.7727,20.21,2.11E3,-,-,0,1077.7684,20.21,1.08E3,-,-,0,-,-,0,1077.7714,20.20,1.9E3,-,-,0,1.28:0:1.00:0:0.51:0:0:0.90:0,9.83E2,6.35E2,1.00:0.65,20.21,,
,0.09,3.08,843.7125,16.33 - 17.41,1,392.9,843.7180,17.16,1.05E3,-,-,0,843.7119,16.82,6.91E2,-,-,0,843.7017,16.38,5.75E2,-,-,0,-,-,0,843.7146,16.94,5.08E2,843.7166,17.34,7.09E2,1.52:0:1.00:0:0.83:0:0:0.74:1.03,3.86E2,4.06E2,1.00:1.05,16.93,,
,0.09,8.97,349.1414,0.11 - 0.18,1,1.1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,349.1414,0.15,1.01E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.37E4,0:1.00,0.15,,
,0.09,3.44,338.8577,2.65 - 9.72,3,1.3E5,338.8578,4.72,2.09E5,338.8573,3.71,4.69E5,-,-,0,338.8578,4.50,1.76E5,-,-,0,-,-,0,338.8578,3.72,2.1E5,-,-,0,338.8577,4.46,1.1E5,1.00:2.24:0:0.84:0:0:1.00:0:0.53,1.42E5,1.07E5,1.00:0.75,4.22,,
,0.09,9.03,717.6780,16.19 - 16.43,1,378,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,717.6780,16.31,3.4E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.67E2,0,1.00:0,16.31,,
,0.09,9.03,1090.9075,17.64 - 17.78,1,457.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1090.9075,17.73,4.12E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.87E2,0,1.00:0,17.73,,
,0.09,9.03,581.7957,15.23 - 18.60,1,5.3E3,581.7954,15.57,1.06E4,581.7969,15.44,1.6E4,-,-,0,581.7953,15.57,9.76E3,-,-,0,581.7952,16.39,1.17E4,-,-,0,-,-,0,-,-,0,1.00:1.51:0:0.92:0:1.11:0:0:0,8.01E3,0,1.00:0,15.74,,
,0.09,8.98,994.9070,17.09 - 17.29,1,433.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,994.9070,17.20,3.9E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.5E2,0,1.00:0,17.20,,
,0.09,8.98,680.0574,3.25 - 3.37,1,290.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,680.0574,3.32,2.62E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,8.73E2,0:1.00,3.32,,
,0.09,8.98,766.6594,4.60 - 11.48,1,3.3E4,766.6606,6.23,4.36E4,766.6587,6.26,8.25E4,766.6583,5.58,5.31E4,766.6608,6.48,5.97E4,766.6588,5.72,5.73E4,-,-,0,-,-,0,-,-,0,-,-,0,0.82:1.55:1.00:1.12:1.08:0:0:0:0,4.94E4,0,1.00:0,6.06,,
,0.09,8.98,638.4762,0.49 - 0.89,1,466.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,638.4762,0.76,4.2E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.4E3,0:1.00,0.76,,
,0.09,8.98,461.2548,1.99 - 2.13,1,310.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,461.2548,2.05,2.8E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.66E2,0,1.00:0,2.05,,
,0.09,8.98,1357.1543,17.61 - 17.74,1,651.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1357.1543,17.68,5.87E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,9.78E2,0,1.00:0,17.68,,
,0.09,8.98,543.3203,1.61 - 1.83,1,259.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,543.3203,1.77,2.33E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.89E2,0,1.00:0,1.77,,
,0.09,8.98,1058.9738,17.41 - 17.54,1,448.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1058.9738,17.46,4.04E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.73E2,0,1.00:0,17.46,,
,0.09,8.98,966.8721,16.81 - 16.97,1,473.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,966.8721,16.92,4.26E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.1E2,0,1.00:0,16.92,,
,0.09,8.98,724.5204,10.27 - 10.72,1,543.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,724.5204,10.56,4.89E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.15E2,0,1.00:0,10.56,,
,0.09,3.92,625.8651,19.80 - 20.25,1,1.1E3,625.8643,20.19,4.31E3,-,-,0,-,-,0,625.8643,20.14,1.9E3,-,-,0,625.8660,20.16,1.46E3,-,-,0,-,-,0,625.8657,20.13,2.15E3,1.00:0:0:0.44:0:0.34:0:0:0.50,1.28E3,7.15E2,1.00:0.56,20.16,,
,0.09,9.03,1077.0198,17.96 - 18.27,1,495.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1077.0198,18.13,4.46E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.43E2,0,1.00:0,18.13,,
,0.09,4.15,323.7572,20.31 - 20.51,1,208.4,-,-,0,-,-,0,323.7571,20.38,5.06E2,-,-,0,323.7572,20.35,4.6E2,323.7572,20.35,5.38E2,-,-,0,323.7572,20.38,3.71E2,-,-,0,0:0:1.00:0:0.91:1.06:0:0.73:0,2.51E2,1.24E2,1.00:0.49,20.36,,
,0.09,9.03,698.5946,10.50 - 11.07,1,577.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,698.5946,10.81,5.2E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.66E2,0,1.00:0,10.81,,
,0.09,9.03,652.5897,12.56 - 12.98,1,517.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,652.5897,12.75,4.66E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.76E2,0,1.00:0,12.75,,
,0.09,9.03,413.3023,0.18 - 0.41,1,3.3E3,-,-,0,-,-,0,413.3020,0.29,1.21E4,413.3022,0.29,1.17E4,413.3026,0.30,5.67E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.96:0.47:0:0:0:0,4.91E3,0,1.00:0,0.30,,
,0.09,4.23,550.7438,2.99 - 9.29,1,2.5E3,-,-,0,550.7440,3.32,9.31E3,-,-,0,550.7435,4.07,3.62E3,550.7428,4.43,2.04E3,550.7437,4.96,3.53E3,-,-,0,-,-,0,550.7449,3.26,4.34E3,0:1.00:0:0.39:0.22:0.38:0:0:0.47,3.08E3,1.45E3,1.00:0.47,4.01,,
,0.09,3.66,586.1277,3.65 - 3.80,1,384.9,586.1268,3.71,9.97E2,-,-,0,-,-,0,586.1283,3.70,9.62E2,-,-,0,-,-,0,586.1281,3.73,8.33E2,586.1274,3.73,6.72E2,-,-,0,1.00:0:0:0.96:0:0:0.84:0.67:0,3.26E2,5.02E2,1.00:1.54,3.72,,
,0.09,6.77,1028.7698,20.08 - 20.25,1,918.5,-,-,0,-,-,0,-,-,0,1028.7703,20.18,1.81E3,-,-,0,-,-,0,1028.7734,20.18,2.4E3,1028.7673,20.17,1.77E3,1028.7683,20.18,2.29E3,0:0:0:1.00:0:0:1.33:0.98:1.27,3.01E2,2.15E3,1.00:7.15,20.18,,
,0.09,6.61,308.9157,0.11 - 0.25,1,1E5,-,-,0,308.9153,0.18,2.16E5,-,-,0,-,-,0,-,-,0,-,-,0,308.9160,0.18,3.83E5,308.9158,0.18,3.46E5,-,-,0,0:1.00:0:0:0:0:1.77:1.60:0,3.6E4,2.43E5,1.00:6.75,0.18,,
,0.09,8.88,352.2246,1.98 - 2.43,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,352.2246,2.36,9.82E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.64E3,0,1.00:0,2.36,,
,0.09,8.88,523.4481,3.56 - 3.92,1,360.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,523.4481,3.86,3.25E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.08E3,0:1.00,3.86,,
,0.09,5.21,729.7163,12.22 - 13.48,1,343.9,729.7168,13.03,6.81E2,-,-,0,729.7158,13.41,7.77E2,-,-,0,729.7157,12.30,3.82E2,729.7126,12.82,8.77E2,-,-,0,729.7207,13.28,3.78E2,-,-,0,0.88:0:1.00:0:0.49:1.13:0:0.49:0,4.53E2,1.26E2,1.00:0.28,12.97,,
,0.09,8.83,728.6355,14.95 - 15.15,1,407.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,728.6355,15.05,3.67E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.12E2,0,1.00:0,15.05,,
,0.09,8.83,554.3374,2.54 - 3.13,1,411.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,554.3374,3.07,3.7E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.17E2,0,1.00:0,3.07,,
,0.09,8.83,1006.8158,16.90 - 17.04,1,372.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1006.8158,16.98,3.36E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.59E2,0,1.00:0,16.98,,
,0.09,8.83,529.1915,0.12 - 0.53,1,495.8,529.1915,0.39,4.46E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,7.44E2,0,1.00:0,0.39,,
,0.09,8.83,768.7041,16.30 - 16.55,1,497,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,768.7041,16.37,4.47E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.45E2,0,1.00:0,16.37,,
,0.09,8.83,852.7716,15.70 - 15.87,1,339.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,852.7716,15.76,3.06E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.1E2,0,1.00:0,15.76,,
,0.09,3.50,705.8026,15.30 - 17.67,1,4E3,-,-,0,705.8002,16.09,9.69E3,-,-,0,705.8047,15.96,8.22E3,-,-,0,705.8022,16.27,8.67E3,-,-,0,-,-,0,705.8031,16.37,9.54E3,0:1.00:0:0.85:0:0.90:0:0:0.98,4.43E3,3.18E3,1.00:0.72,16.17,,
,0.09,8.88,828.6046,12.80 - 13.17,1,494.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,828.6046,12.96,4.45E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.42E2,0,1.00:0,12.96,,
,0.09,8.88,1032.9568,17.80 - 17.90,1,426.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1032.9568,17.84,3.83E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.39E2,0,1.00:0,17.84,,
,0.09,4.69,562.5877,0.11 - 0.23,1,3.5E5,-,-,0,-,-,0,-,-,0,562.5879,0.17,1.33E6,-,-,0,-,-,0,-,-,0,562.5876,0.16,1.83E6,-,-,0,0:0:0:1.00:0:0:0:1.38:0,2.22E5,6.11E5,1.00:2.76,0.17,,
,0.09,8.88,936.7384,16.06 - 16.23,1,487.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,936.7384,16.14,4.39E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.31E2,0,1.00:0,16.14,,
,0.09,4.19,293.1795,0.96 - 6.58,1,4.3E5,293.1793,1.58,6.18E5,293.1795,1.56,8.59E5,-,-,0,293.1798,1.58,3.96E5,-,-,0,-,-,0,293.1796,1.57,1.97E6,-,-,0,-,-,0,1.00:1.39:0:0.64:0:0:3.18:0:0,3.12E5,6.56E5,1.00:2.10,1.57,,
,0.09,8.88,938.8412,16.51 - 16.67,1,385.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,938.8412,16.60,3.47E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.78E2,0,1.00:0,16.60,,
,0.09,6.02,781.6327,4.32 - 4.75,1,750.7,-,-,0,-,-,0,781.6324,4.35,1.87E3,-,-,0,-,-,0,-,-,0,781.6332,4.54,2.66E3,781.6328,4.44,1.14E3,781.6324,4.58,1.09E3,0:0:1.00:0:0:0:1.42:0.61:0.58,3.11E2,1.63E3,1.00:5.24,4.48,,
,0.09,4.62,484.7888,0.11 - 0.21,1,8.2E4,-,-,0,-,-,0,-,-,0,-,-,0,484.7885,0.17,3.16E5,-,-,0,484.7890,0.18,1.88E5,-,-,0,484.7888,0.17,2.33E5,0:0:0:0:1.00:0:0.59:0:0.74,5.27E4,1.4E5,1.00:2.66,0.18,,
,0.09,8.88,410.1580,0.12 - 0.23,1,3.9E3,410.1580,0.17,3.47E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.79E3,0,1.00:0,0.17,,
,0.09,3.81,797.7113,14.66 - 16.09,1,898.1,797.7109,15.07,2.44E3,797.7123,15.22,3.49E3,-,-,0,-,-,0,-,-,0,797.7072,14.78,3.13E2,797.7132,16.00,6.72E2,797.7126,15.07,1.17E3,-,-,0,1.00:1.43:0:0:0:0.13:0.28:0.48:0,1.04E3,6.15E2,1.00:0.59,15.23,,
,0.09,8.88,663.5701,8.31 - 8.71,1,374.9,663.5701,8.56,3.37E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.62E2,0,1.00:0,8.56,,
,0.09,4.55,646.2688,8.52 - 8.83,1,483.1,646.2688,8.66,9.64E2,-,-,0,646.2684,8.65,1.4E3,-,-,0,646.2689,8.67,1.28E3,-,-,0,-,-,0,646.2690,8.68,7.09E2,-,-,0,0.69:0:1.00:0:0.91:0:0:0.51:0,6.07E2,2.36E2,1.00:0.39,8.67,,
,0.09,8.93,505.3358,3.95 - 4.19,1,277.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,505.3358,4.03,2.5E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.17E2,0,1.00:0,4.03,,
,0.09,8.93,752.5629,6.83 - 7.24,1,464.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,752.5629,7.08,4.18E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.97E2,0,1.00:0,7.08,,
,0.09,5.52,746.6898,5.62 - 9.10,1,629.5,746.6867,6.39,1.44E3,746.6871,6.98,9.29E2,746.6929,5.65,5.38E2,-,-,0,746.6893,7.16,2.15E3,-,-,0,-,-,0,-,-,0,746.6929,6.86,6.12E2,2.67:1.73:1.00:0:4.00:0:0:0:1.14,8.42E2,2.04E2,1.00:0.24,6.61,,
,0.09,8.93,926.7129,15.88 - 16.02,1,418.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,926.7129,15.94,3.76E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.27E2,0,1.00:0,15.94,,
,0.09,8.93,765.4436,0.11 - 0.18,1,6.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,765.4436,0.17,5.51E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,9.19E3,0,1.00:0,0.17,,
,0.09,8.93,1046.8459,17.27 - 17.40,1,463.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1046.8459,17.33,4.17E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.95E2,0,1.00:0,17.33,,
,0.09,8.93,873.5610,14.71 - 14.85,1,335.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,873.5610,14.77,3.02E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.01E3,0:1.00,14.77,,
,0.09,8.93,1100.9832,17.05 - 17.18,1,408,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1100.9832,17.11,3.67E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.12E2,0,1.00:0,17.11,,
,0.09,3.58,889.6721,7.43 - 9.36,1,516.9,889.6715,7.71,4.11E2,-,-,0,889.6758,8.55,1.25E3,-,-,0,-,-,0,889.6687,7.89,1.03E3,889.6679,7.49,8.08E2,-,-,0,889.6768,7.94,1.16E3,0.33:0:1.00:0:0:0.82:0.65:0:0.93,4.48E2,6.55E2,1.00:1.46,7.92,,
,0.09,8.93,684.6085,14.50 - 14.74,1,389.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,684.6085,14.64,3.51E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.85E2,0,1.00:0,14.64,,
,0.09,4.73,695.7461,20.26 - 20.48,1,474.8,-,-,0,-,-,0,-,-,0,695.7469,20.34,9.41E2,-,-,0,695.7471,20.35,8.36E2,695.7456,20.31,1.17E3,-,-,0,695.7449,20.30,1.33E3,0:0:0:1.00:0:0.89:1.24:0:1.41,2.96E2,8.32E2,1.00:2.81,20.33,,
,0.09,4.69,853.7397,15.20 - 16.59,1,607.4,853.7438,16.02,2.09E3,-,-,0,-,-,0,853.7311,15.24,2.16E2,-,-,0,-,-,0,853.7411,15.98,1.19E3,853.7405,16.34,5.46E2,853.7422,16.07,1.42E3,1.00:0:0:0.10:0:0:0.57:0.26:0.68,3.84E2,1.05E3,1.00:2.74,15.93,,
,0.09,3.46,1009.7808,20.15 - 20.27,1,842.9,-,-,0,-,-,0,1009.7821,20.22,8.19E2,1009.7827,20.22,2.5E3,1009.7795,20.21,2.22E3,-,-,0,-,-,0,-,-,0,1009.7788,20.21,2.04E3,0:0:1.00:3.06:2.71:0:0:0:2.49,9.24E2,6.81E2,1.00:0.74,20.21,,
,0.09,8.88,481.2025,1.52 - 1.71,1,242,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,481.2025,1.64,2.18E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.26E2,0:1.00,1.64,,
,0.09,8.88,467.0890,0.59 - 1.05,1,340.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,467.0890,0.97,3.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.11E2,0,1.00:0,0.97,,
,0.09,3.12,755.0742,0.47 - 0.70,1,370.6,-,-,0,-,-,0,755.0740,0.64,1.39E3,-,-,0,-,-,0,755.0743,0.62,8.97E2,-,-,0,-,-,0,755.0742,0.64,1.05E3,0:0:1.00:0:0:0.65:0:0:0.76,3.81E2,3.51E2,1.00:0.92,0.63,,
,0.09,8.88,396.0875,0.25 - 0.64,1,3.3E3,-,-,0,396.0875,0.49,2.97E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.96E3,0,1.00:0,0.49,,
,0.09,8.88,1173.2949,12.04 - 12.29,1,703.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1173.2949,12.20,6.33E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.11E3,0:1.00,12.20,,
,0.09,4.13,865.5685,0.00 - 0.11,1,463,865.5704,0.06,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,865.5679,0.05,8.96E2,865.5681,0.06,1.37E3,-,-,0,865.5676,0.05,7.32E2,1.00:0:0:0:0:0.77:1.17:0:0.63,3.44E2,7.01E2,1.00:2.04,0.06,,
,0.09,3.75,650.7682,5.17 - 12.08,1,6.5E4,650.7684,5.83,1.43E5,650.7678,7.08,6.82E4,-,-,0,650.7682,6.04,1.09E5,-,-,0,-,-,0,650.7681,6.81,1.43E5,-,-,0,650.7683,5.47,1.18E5,1.00:0.48:0:0.76:0:0:1.00:0:0.82,5.34E4,8.7E4,1.00:1.63,6.25,,
,0.09,4.03,297.8671,0.99 - 2.99,3,2.8E3,-,-,0,297.8673,1.78,7.93E3,-,-,0,297.8669,1.74,4.94E3,-,-,0,-,-,0,-,-,0,297.8674,1.36,1.93E3,297.8668,1.80,1.04E4,0:1.00:0:0.62:0:0:0:0.24:1.31,2.14E3,4.11E3,1.00:1.92,1.67,,
,0.09,8.84,630.6833,0.00 - 0.17,1,2.7E3,630.6837,0.17,1.6E4,630.6819,0.07,3.45E3,630.6821,0.05,1.93E3,630.6835,0.05,1.35E3,-,-,0,630.6851,0.06,1.93E3,-,-,0,-,-,0,-,-,0,8.27:1.79:1.00:0.70:0:1.00:0:0:0,4.11E3,0,1.00:0,0.08,,
